	"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
188.АТ1.4.2008	Приборы и оборудование. ат1	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м 	2	0	2	шт	4,12
188.АТ1.4.2011	Приборы и оборудование. ат1	Конструкции для установки приборов, масса до 10 кг 	8	0	8	шт	0,94
188.АТ1.4.2012	Приборы и оборудование. ат1	Ротаметр показывающий, диаметр условного прохода до 10 мм; счетчик, диаметр условного прохода до 40 мм, устанавливаемые на резьбовых (муфтовых) соединениях 	1	0	1	шт	0,94
188.АТ1.4.2013	Приборы и оборудование. ат1	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг 	29	0	29	шт	0,84
188.ВК.2.2020	Монтаж трубопроводов и арматуры. Водопровод производственно-противопожарный В2	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 100 мм 	1	0	1	шт	2,64
188.ВК.4.2025	Монтаж трубопроводов, арматуры и оборудования. водопровод хозяйственно-питьевой В1	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 50 мм 	1	0	1	шт	1,82
188.ВК.4.2029	Монтаж трубопроводов, арматуры и оборудования. водопровод хозяйственно-питьевой В1	Монтаж манометра	1	0	1	шт	0,462
188.ГТ.1.2033	Монтаж приборов и оборудования	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг	1	0	1	шт	0,84
188.ГТ.1.2034	Монтаж приборов и оборудования	Монтаж оборудования в помещении, масса оборудования 0,5 т	3	0	3	шт	8,45
188.ГТ.1.2035	Монтаж приборов и оборудования	Монтаж оборудования в помещении, масса оборудования 0,1 т	1	0	1	шт	3,41
188.ГТ.2.2036	Монтаж трубопроводов	Отвод, изготовленный на монтажной площадке, для трубопроводов из стальных труб на условное давление свыше 10 до 50 МПа, диаметр труб наружный и условный 45х25 мм	4	0	4	шт	1,06
188.ГТ.2.2037	Монтаж трубопроводов	Отвод, изготовленный на монтажной площадке, для трубопроводов из стальных труб на условное давление свыше 10 до 50 МПа, диаметр труб наружный и условный 45х25 мм	3	0	3	шт	1,06
188.ГТ.2.2038	Монтаж трубопроводов	Отвод, изготовленный на монтажной площадке, для трубопроводов из стальных труб на условное давление свыше 10 до 50 МПа, диаметр труб наружный и условный 45х25 мм	8	0	8	шт	1,06
188.ГТ.2.2039	Монтаж трубопроводов	Отвод, изготовленный на монтажной площадке, для трубопроводов из стальных труб на условное давление свыше 10 до 50 МПа, диаметр труб наружный и условный 15х6 - 25х10 мм	2	0	2	шт	0,84
188.ГТ.2.2044	Монтаж трубопроводов	Оросители, насадки газового пожаротушения с декоративной розеткой	2	0	2	шт	0,114
188.ОВ.2.2068	Монтаж приборов	Устройство отборное давления для установки манометра, измеряющего давления при 1,6МПа 	6	0	6	шт	0,114
188.ОВ.2.2069	Монтаж приборов	Бобышки, штуцеры на условное давление до 10 МПа 	2	0	2	шт	0,12
188.ОВ.4.2071	"Монтаж приборов и оборудования. ОВ
"	Установка грязевиков наружным диаметром патрубков до 89 мм 	2	0	2	шт	0,17
188.ОВ.4.2075	"Монтаж приборов и оборудования. ОВ
"	Бобышки, штуцеры на условное давление до 10 МПа 2+2-гр.4 	5	0	5	шт	0,312
188.ОВ.4.2076	"Монтаж приборов и оборудования. ОВ
"	Устройство отборное давления для установки манометра, измеряющего давления при 1,6МПа 10+8-гр.4 	18	0	18	шт	0,284
188.ОВ.5.2088	Монтаж трубопроводо и арматуры	Установка затворов на трубопроводах из стальных труб диаметром до 100 мм 	1	0	1	шт	2,64
188.ОВ.5.2089	Монтаж трубопроводо и арматуры	Установка воздухоотводчиков 	2	0	2	шт	0,84
188.ОВ.5.2090	Монтаж трубопроводо и арматуры	Установка клапанов обратных на трубопроводах из стальных труб диаметром до 25 мм 	2	0	2	шт	1,06
188.ОВ.5.2091	Монтаж трубопроводо и арматуры	Установка затворов на трубопроводах из стальных труб диаметром до 100 мм 	2	0	2	шт	2,64
188.ОВ.5.2092	Монтаж трубопроводо и арматуры	Установка клапанов на трубопроводах из стальных труб диаметром до 100 мм 	1	0	1	шт	2,64
188.ОВ.5.2093	Монтаж трубопроводо и арматуры	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 25 мм (Кран шаровой муфтовый 11Б27П1, диаметром 15 мм)	13	0	13	шт	1,06
188.ОВ.6.2104	Монтаж трубопроводов и арматуры.ОВ	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 25 мм (Кран шаровой муфтовый 11Б27П1, диаметром 15 мм;Клапаны муфтовые 15Б1П,	61	0	61	шт	1,06
188.ОВ.6.2106	Монтаж трубопроводов и арматуры.ОВ	Установка затворов на трубопроводах из стальных труб диаметром 32 мм 	3	0	3	шт	1,82
188.ОВ.6.2107	Монтаж трубопроводов и арматуры.ОВ	Установка затворов на трубопроводах из стальных труб диаметром до 100 мм 	4	0	4	шт	2,64
188.ОВ.6.2108	Монтаж трубопроводов и арматуры.ОВ	Установка затворов на трубопроводах из стальных труб диаметром до 50 мм 	2	0	2	шт	1,82
188.ОВ.6.2109	Монтаж трубопроводов и арматуры.ОВ	Установка затворов на трубопроводах из стальных труб диаметром до 50 мм 	1	0	1	шт	1,82
188.ОВ.6.2110	Монтаж трубопроводов и арматуры.ОВ	Установка воздухоотводчиков 	4	0	4	шт	0,84
188.ОВ.6.2111	Монтаж трубопроводов и арматуры.ОВ	Установка клапанов обратных на трубопроводах из стальных труб диаметром до 25 мм 	4	0	4	шт	1,06
188.ОВ.6.2112	Монтаж трубопроводов и арматуры.ОВ	Установка регулятора расхода с условным проходом 25мм 	1	0	1	шт	1,18
188.ОВ.6.2113	Монтаж трубопроводов и арматуры.ОВ	Установка клапана термостатического ГЕРЦ-TS-90 	1	0	1	шт	0,84
188.ОВ.6.2114	Монтаж трубопроводов и арматуры.ОВ	Установка головки термостатического ГЕРЦ 	1	0	1	шт	0,38
188.ОВ.7.2133	Монтаж трубопррводов и арматуры	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 25 мм (Кран шаровой муфтовый 11Б27П1, диаметром 15 мм)	4	0	4	шт	1,06
188.ОВ.7.2139	Монтаж трубопррводов и арматуры	Установка дверей герметических утепленных размером 1250х500 мм 	2	0	2	шт	2,84
188.ОВ.7.2142	Монтаж трубопррводов и арматуры	Установка заслонок воздушных диаметром 630 мм 	3	0	3	шт	1,58
188.ОВ.7.2143	Монтаж трубопррводов и арматуры	Установка заслонок воздушных диаметром 1000 мм 	1	0	1	шт	2,4
188.АТ.2.2207	Кабельные конструкции, трубные проводки. ат. 	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг 	39	0	39	шт	0,184
188.АТ.2.2208	Кабельные конструкции, трубные проводки. ат. 	Стойка сборных кабельных конструкций (без полок), масса до 2,4 кг 	0	0	0	шт	0,245
188.АТ.2.2209	Кабельные конструкции, трубные проводки. ат. 	Полка кабельная, устанавливаемая на стойках, масса до 0,9 кг 	144	0	144	шт	0,0942
188.АТ.3.2215	Кабельные проводки. АТ	Заделка кабелей с экранированными жилами и общим экраном, сечение жилы 1 мм2, число жил 7 	64	0	64	шт	0,396
188.АТ.3.2217	Кабельные проводки. АТ	Заделка кабелей с экранированными жилами и общим экраном, сечение жилы 1 мм2, число жил 24 	4	0	4	шт	0,724
188.АТ.3.2218	Кабельные проводки. АТ	Заделка кабелей с экранированными жилами и общим экраном, сечение жилы 1 мм2, число жил 14 	4	0	4	шт	0,582
188.АТ.3.2219	Кабельные проводки. АТ	Заделка кабелей с экранированными жилами и общим экраном, сечение жилы 1 мм2, число жил 7 	58	0	58	шт	0,396
188.АТ.3.2220	Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 37 	20	0	20	шт	1,85
188.АТ.3.2221	Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 27 	6	0	6	шт	1,42
188.АТ.3.2222	Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 19 	4	0	4	шт	1,06
188.АТ.3.2223	Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 14 	2	0	2	шт	0,84
188.АТ.3.2224	Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 10 	60	0	60	шт	0,68
188.АТ.3.2225	Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 7 	31	0	31	шт	0,49
188.АТ.3.2226	Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 	30	0	30	шт	0,33
188.АТ.3.2230	Кабельные проводки. АТ	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 	1745	0	1745	шт	0,119
188.АТ.4.2231	Приборы и оборудование. АТ	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 10 	0	0	0	шт	1,85
188.АТ.4.2233	Приборы и оборудование. АТ	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг 	42	0	42	шт	0,84
188.АТ.4.2234	Приборы и оборудование. АТ	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг 	32	0	32	шт	2,64
188.АТ.4.2236	Приборы и оборудование. АТ	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 32 	8	0	8	шт	4,12
188.АТ.4.2237	Приборы и оборудование. АТ	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 10 	1	0	1	шт	1,85
188.АТ.4.2238	Приборы и оборудование. АТ	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 2 м 	3	0	3	шт	5,42
188.АТ.4.2239	Приборы и оборудование. АТ	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м 	1	0	1	шт	4,12
188.АТ.4.2241	Приборы и оборудование. АТ	Ротаметр, счетчик, преобразователь, устанавливаемые на фланцевых соединениях, диаметр условного прохода до 80 мм 	0	0	0	шт	2,84
188.АТ.4.2242	Приборы и оборудование. АТ	Ротаметр, счетчик, преобразователь, устанавливаемые на фланцевых соединениях, диаметр условного прохода до 50 мм 	0	0	0	шт	1,82
188.АТ.4.2243	Приборы и оборудование. АТ	Ротаметр, счетчик, преобразователь, устанавливаемые на фланцевых соединениях, диаметр условного прохода до 32 мм 	0	0	0	шт	1,64
188.АТ.4.2244	Приборы и оборудование. АТ	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг 	2	0	2	шт	0,84
188.АТ.4.2246	Приборы и оборудование. АТ	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг 	15	0	15	шт	2,64
188.АТ.4.2247	Приборы и оборудование. АТ	Конструкции для установки приборов, масса до 10 кг 	25	0	25	шт	0,94
188.АТ.4.2248	Приборы и оборудование. АТ	Конструкции для установки приборов, масса до 5 кг 	9	0	9	шт	0,48
188.АТ.4.2249	Приборы и оборудование. АТ	Щиты и пульты, масса до 50 кг 	1	0	1	шт	8,45
188.ПС.3.2255	Кабельные проводки. ПС	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 	76	0	76	шт	0,324
188.ПС.3.2256	Кабельные проводки. ПС	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 	8	0	8	шт	0,33
188.ПС.3.2259	Кабельные проводки. ПС	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 	100	0	100	шт	0,324
188.ПС.4.2264	Приборы и оборудование. ПС	Извещатель ПС автоматический тепловой, дымовой, световой во взрывозащищенном исполнении. На высоте до 15 м, применен коэффициент к нормам затрат труда - 1,1. 	4	0	4	шт	0,924
188.ПС.4.2265	Приборы и оборудование. ПС	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м(Roxtec) 	6	0	6	шт	4,12
188.ПС.4.2268	Приборы и оборудование. ПС	Конструкции для установки приборов, масса до 3 кг 	2	0	2	шт	0,52
188.ПС.4.2269	Приборы и оборудование. ПС	Устройство ввода в здание в стальной трубе, провод сечением до 16 мм2, количество проводов в линии 4 	2	0	2	шт	4,56
188.ПС.4.2270	Приборы и оборудование. ПС	Извещатель ПС автоматический тепловой, дымовой, световой во взрывозащищенном исполнении 	4	0	4	шт	0,84
188.ПС.4.2271	Приборы и оборудование. ПС	Извещатель ПС автоматический дымовой, фотоэлектрический, радиоизотопный, световой в нормальном исполнении(ИПР-3СУ) 	26	0	26	шт	0,48
188.ПС.4.2272	Приборы и оборудование. ПС	Устройства промежуточные на количество лучей 10(РА) 	8	0	8	шт	3,41
188.ПС.4.2273	Приборы и оборудование. ПС	Реле, ключ, кнопка и др. с подготовкой места установки 	33	0	33	шт	0,38
188.ПС.4.2274	Приборы и оборудование. ПС	Устройства промежуточные на количество лучей 1(УШК) 	6	0	6	шт	0,46
188.ПС.4.2275	Приборы и оборудование. ПС	Конструкции для установки приборов, масса до 40 кг 	4	0	4	шт	1,85
188.СОП.3.2280	Кабельные проводки. СОП	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 	16	0	16	шт	0,324
188.СОП.3.2281	Кабельные проводки. СОП	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 	6	0	6	шт	0,33
188.СОП.4.2290	Приборы и оборудование. СОП	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м	6	0	6	шт	4,12
188.СОП.4.2291	Приборы и оборудование. СОП	Громкоговоритель или звуковая колонка на столбе или на крыше, мощность до 10 Вт 	2	0	2	шт	3,62
188.СОП.4.2292	Приборы и оборудование. СОП	Громкоговоритель или звуковая колонка в помещении 	8	0	8	шт	1,85
188.СОП.4.2293	Приборы и оборудование. СОП	Реле, ключ, кнопка и др. с подготовкой места установки 	13	0	13	шт	0,38
188.СПБА.2.2297	Кабельные конструкции, трубные проводки. СПБА	Ящик для трубных проводок протяжной или коробка, размер до 500х500 мм 	5	0	5	шт	2,4
188.СПБА.2.2298	Кабельные конструкции, трубные проводки. СПБА	Полка кабельная, устанавливаемая на стойках, масса до 0,4 кг 	200	0	200	шт	0,0942
188.СПБА.2.2299	Кабельные конструкции, трубные проводки. СПБА	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг 	20	0	20	шт	0,184
188.СПБА.4.2300	Приборы и оборудование. СПБА	Конструкции для установки приборов, масса до 5 кг 	3	0	3	шт	0,48
188.СПБА.4.2301	Приборы и оборудование. СПБА	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м(Roxtec) 	6	0	6	шт	4,12
188.СПБА.4.2302	Приборы и оборудование. СПБА	Реле, ключ, кнопка и др. с подготовкой места установки(Резистор, диод) 	39	0	39	шт	0,38
188.СПБА.4.2303	Приборы и оборудование. СПБА	Пост управления кнопочный взрывозащищенный с количеством элементов поста до 3, устанавливаемый на конструкции на стене или колонне 	7	0	7	шт	1,84
188.СПБА.4.2304	Приборы и оборудование. СПБА	Выключатель путевой или конечный рычажный контактный общего назначения массой до 10 кг, устанавливаемый на конструкции на стене или колонне 	1	0	1	шт	1,58
188.СПБА.4.2305	Приборы и оборудование. СПБА	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 20 	10	0	10	шт	2,64
188.СПБА.4.2306	Приборы и оборудование. СПБА	Пускатель магнитный общего назначения отдельно стоящий, устанавливаемый на конструкции на стене или колонне, на ток до 40 А 	3	0	3	шт	3,41
188.СПБА.4.2307	Приборы и оборудование. СПБА	Пост управления кнопочный общего назначения, устанавливаемый на конструкции на стене или колонне, количество элементов поста до 3 	8	0	8	шт	1,24
188.СПБА.4.2308	Приборы и оборудование. СПБА	Аппарат (кнопка, ключ управления, замок электромагнитной блокировки, звуковой сигнал, сигнальная лампа) управления и сигнализации, количество подключаемых концов до 2 	4	0	4	шт	0,38
188.СПБА.4.2309	Приборы и оборудование. СПБА	Извещатель ПС автоматический дымовой, фотоэлектрический, радиоизотопный, световой в нормальном исполнении 	7	0	7	шт	0,48
188.СПБА.3.2312	Кабельные проводки. СПБА	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 14 	2	0	2	шт	0,84
188.СПБА.3.2313	Кабельные проводки. СПБА	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 10 	2	0	2	шт	0,68
188.СПБА.3.2314	Кабельные проводки. СПБА	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 7 	200	0	200	шт	0,49
188.СПБА.3.2315	Кабельные проводки. СПБА	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 	250	0	250	шт	0,33
188.СПБА.3.2320	Кабельные проводки. СПБА	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 	500	0	500	шт	0,119
188.СС.3.2332	Приборы и оборудование. СС	Шкаф или панель коммутации связи и сигнализации на стене или в нише, количество пар до 20(КРТМ) 	2	0	2	шт	3,41
188.ЭМ.2.2362	Кабельные конструкции, трубные проводки. эм	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг 	90	0	90	шт	0,184
188.ЭМ.2.2363	Кабельные конструкции, трубные проводки. эм	Стойка сборных кабельных конструкций (без полок), масса до 4 кг 	66	0	66	шт	0,313
188.ЭМ.2.2364	Кабельные конструкции, трубные проводки. эм	Полка кабельная, устанавливаемая на стойках, масса до 0,9 кг 	288	0	288	шт	0,0942
188.ЭМ.3.2370	Кабельные проводки. ЭМ	Заделка концевая сухая для 3-4-жильного кабеля с пластмассовой и резиновой изоляцией напряжением до 1 кВ, сечение одной жилы до 35 мм2 	194	0	194	шт	1,58
188.ЭМ.3.2371	Кабельные проводки. ЭМ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 	54	0	54	шт	0,33
188.ЭМ.4.2377	Приборы и оборудование. ЭМ	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 2 м 	6	0	6	шт	5,42
188.ЭМ.4.2378	Приборы и оборудование. ЭМ	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м 	3	0	3	шт	4,12
188.ЭМ.4.2380	Приборы и оборудование. ЭМ	Автоматическое распределительное устройство массой до 2,5 т(ИбП) 	2	0	2	шт	18,4
188.ЭМ.4.2381	Приборы и оборудование. ЭМ	Подготовка электрической машины переменного тока с короткозамкнутым ротором, со щитовыми подшипниками, поступающей в собранном виде, к испытанию, сдаче под наладку и пуску, присоединение к электрическ	81	0	81	шт	3,41
188.ЭМ.4.2382	Приборы и оборудование. ЭМ	Пост управления кнопочный общего назначения, устанавливаемый на конструкции на стене или колонне, количество элементов поста до 3 	25	0	25	шт	1,24
188.ЭМ.4.2383	Приборы и оборудование. ЭМ	Блок управления шкафного исполнения или распределительный пункт (шкаф), устанавливаемый на стене, высота и ширина до 1200х1000 мм(ЩК1,ЩК2,ЩК3,ЩК4,ЩРП1,ЩРП2) 	6	0	6	шт	5,62
188.ЭМ.4.2384	Приборы и оборудование. ЭМ	Шкаф (пульт) управления навесной, высота, ширина и глубина до 600х600х350 мм(ЯУО, ЩАВР, ЩАП) 	6	0	6	шт	2,84
188.ЭМ.4.2385	Приборы и оборудование. ЭМ	Розетка штепсельная неутопленного типа при открытой проводке 	4	0	4	шт	0,412
188.ЭМ.4.2386	Приборы и оборудование. ЭМ	Коробка с зажимами, устанавливаемая на конструкции на стене или колонне, для кабелей или проводов сечением до 10 мм2, с количеством зажимов до 6 	2	0	2	шт	1,38
188.ЭМ.4.2387	Приборы и оборудование. ЭМ	Коробка с зажимами, устанавливаемая на конструкции на стене или колонне, для кабелей или проводов сечением до 70 мм2, с количеством зажимов до 6 	2	0	2	шт	3,12
188.ЭО.2.2394	Кабельные проводки ЭО 	Заделка концевая сухая для 3-4-жильного кабеля с пластмассовой и резиновой изоляцией напряжением до 1 кВ, сечение одной жилы до 35 мм2 	58	0	58	шт	1,58
188.ЭО.3.2397	Приборы и оборудование. ЭО	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 10(КТА-25) 	15	0	15	шт	1,85
188.ЭО.3.2398	Приборы и оборудование. ЭО	Розетка штепсельная полугерметическая и герметическая 	3	0	3	шт	0,524
188.ЭО.3.2399	Приборы и оборудование. ЭО	Розетка штепсельная неутопленного типа при открытой проводке 	1	0	1	шт	0,412
188.ЭО.3.2400	Приборы и оборудование. ЭО	Выключатель или переключатель пакетный в металлической оболочке, устанавливаемый на конструкции на стене или колонне, с количеством зажимов для подключения до 9 на ток до 25 А 	7	0	7	шт	1,64
188.ЭО.3.2401	Приборы и оборудование. ЭО	Выключатель полугерметический и герметический 	2	0	2	шт	0,485
188.ЭО.3.2402	Приборы и оборудование. ЭО	Выключатель одноклавишный неутопленного типа при открытой проводке 	17	0	17	шт	0,386
188.ЭО.3.2403	Приборы и оборудование. ЭО	Светильник с навинчиванием на трубу для взрывоопасных помещений 	6	0	6	шт	1,24
188.ЭО.3.2404	Приборы и оборудование. ЭО	Кронштейны со светильниками по колоннам, фермам, балкам на мостиках 	10	0	10	шт	0,972
188.ЭО.3.2405	Приборы и оборудование. ЭО	Патрон подвесной	6	0	6	шт	0,286
188.ЭО.3.2406	Приборы и оборудование. ЭО	Светильник потолочный или настенный с креплением винтами или болтами для помещений с тяжелыми условиями среды, уплотненный 	13	0	13	шт	0,684
188.ЭО.3.2407	Приборы и оборудование. ЭО	Светильник отдельно устанавливаемый на подвесах (штангах) с количеством ламп в светильнике 2 	4	0	4	шт	0,542
188.ЭО.3.2408	Приборы и оборудование. ЭО	Светильник отдельно устанавливаемый на штырях с количеством ламп в светильнике 2 	15	0	15	шт	0,412
188.ЭО.3.2409	Приборы и оборудование. ЭО	Светильник в подвесных потолках, устанавливаемый на закладных деталях, количество ламп в светильнике до 4 	7	0	7	шт	0,485
188.ЭО.3.2410	Приборы и оборудование. ЭО	Ящик с понижающим трансформатором 	3	0	3	шт	1,38
188.ЭО.3.2411	Приборы и оборудование. ЭО	Световые настенные указатели 	9	0	9	шт	0,356
188.ЭО.3.2412	Приборы и оборудование. ЭО	Блок управления шкафного исполнения или распределительный пункт (шкаф), устанавливаемый на стене, высота и ширина до 1200х1000 мм(ЩО1, ЩАО1) 	1	0	1	шт	5,62
189.АТХ.1.2413	Монтажные работы	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг ТЕРм-2001 64	10	0	10	шт	0,84
189.АТХ.1.2414	Монтажные работы	Прибор, устанавливаемый на резьбовых соединениях, масса до 5 кг ТЕРм-2001 64	2	0	2	шт	1,18
189.АТХ.1.2415	Монтажные работы	Прибор, устанавливаемый на резьбовых соединениях, масса до 10 кг ТЕРм-2001 64	2	0	2	шт	1,58
189.АТХ.1.2416	Монтажные работы	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг ТЕРм-2001 64	3	0	3	шт	2,64
189.АТХ.1.2417	Монтажные работы	Прибор, устанавливаемый на фланцевых соединениях, масса до 5 кг ТЕРм-2001 64	3	0	3	шт	1,64
189.АТХ.1.2418	Монтажные работы	Прибор, устанавливаемый на фланцевых соединениях, масса до 10 кг ТЕРм-2001 64	1	0	1	шт	2,42
189.АТХ.1.2419	Монтажные работы	Щиты и пульты, масса до 50 кг ТЕРм-2001 64	4	0	4	шт	8,45
189.АТХ.1.2420	Монтажные работы	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 ТЕРм-2001 64	88	0	88	шт	0,119
189.АТХ.1.2422	Монтажные работы	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 ТЕРм-2001 64	14	0	14	шт	0,324
189.АТХ.1.2423	Монтажные работы	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 ТЕРм-2001 64	20	0	20	шт	0,33
189.АТХ.1.2424	Монтажные работы	Полка кабельная, устанавливаемая на стойках, масса до 0,4 кг ТЕРм-2001 64	10	0	10	шт	0,0942
189.АТХ.1.2427	Монтажные работы	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 20 ТЕРм-2001 64	2	0	2	шт	2,64
189.АТХ.1.2428	Монтажные работы	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 32 ТЕРм-2001 64	1	0	1	шт	4,12
191.ОВ.1.2500	Арматура и трубопроводы	Установка дверей герметических утепленных размером 1250х500 мм ТЕР-2001 64	2	0	2	шт	2,84
191.ОВ.1.2505	Арматура и трубопроводы	Установка заслонок воздушных и клапанов воздушных КВР с ручным приводом диаметром до 355 мм ТЕР-2001 64	2	0	2	шт	1,14
191.ОВ.1.2506	Арматура и трубопроводы	Установка заслонок воздушных и клапанов воздушных КВР с ручным приводом диаметром до 355 мм ТЕР-2001 64	1	0	1	шт	1,14
191.ОВ.1.2511	Арматура и трубопроводы	Установка клапанов воздушных утепленных КВУ с электрическим или пневматическим приводом периметром до 3200 мм ТЕР-2001 64	2	0	2	шт	3,41
191.ОВ.1.2517	Арматура и трубопроводы	Установка воздухоотводчиков ТЕР-2001 64	6	0	6	шт	0,84
191.ОВ.1.2518	Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 25 мм ТЕР-2001 64	1	0	1	шт	1,06
191.ОВ.1.2519	Арматура и трубопроводы	Установка клапанов обратных на трубопроводах из стальных труб диаметром до 25 мм ТЕР-2001 64	6	0	6	шт	1,06
191.ОВ.1.2520	Арматура и трубопроводы	Установка регулятора расхода с условным проходом 25мм ТЕР-2001 64	1	0	1	шт	1,18
191.ОВ.1.2521	Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 25 мм ТЕР-2001 64	2	0	2	шт	1,06
191.ОВ.1.2522	Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 25 мм ТЕР-2001 64	1	0	1	шт	1,06
191.ОВ.1.2523	Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 50 мм ТЕР-2001 64	4	0	4	шт	1,82
191.ОВ.1.2524	Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 50 мм ТЕР-2001 64	1	0	1	шт	1,82
191.ОВ.1.2525	Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 100 мм ТЕР-2001 64	2	0	2	шт	2,64
