"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Монтажные работы	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг	1,3	1,3	0	100 м	11,4
Монтажные работы	Кабель до 35 кВ, прокладываемый по непроходным эстакадам, масса 1 м кабеля до 3 кг	30	30	0	100 м	15,76
Монтажные работы	Затягивание провода в проложенные трубы и металлические рукава первого одножильного или многожильного в общей оплетке, суммарное сечение до 2,5 мм2	1,3	1,3	0	100 м	5,12
Монтажные работы	Снятие с кабеля верхнего джутового покрова, масса 1 м кабеля до 9 кг	0,2	0,2	0	100 м	4,56
Монтажные работы	Проводник заземляющий открыто по строительным основаниям из круглой стали диаметром 8 мм	1	1	0	100 м	31,2
Монтажные работы	Труба стальная во взрывоопасных и пожароопасных помещениях по установленным конструкциям, с креплением накладными скобами, диаметр до 25 мм	1,15	1,15	0	100 м	84,5
Монтажные работы	Труба стальная во взрывоопасных и пожароопасных помещениях по установленным конструкциям, с креплением накладными скобами, диаметр до 40 мм	0,15	0,15	0	100 м	102
Изоляция	Изоляция трубопроводов изделиями из вспененного каучука ("К-флекс") трубками 	0,2	0	0,2	10 м	2,1
Монтаж арматуры и трубопроводов	Трубопроводы в помещениях или на открытых площадках в пределах цехов, монтируемые из труб и готовых деталей, на условное давление не более 10 МПа. Диаметр наружный, мм : 1020, толщина стенки 13 мм (Ду	0	0	0	100 м	412
Монтаж арматуры и трубопроводов	Трубопроводы в помещениях или на открытых площадках в пределах цехов, монтируемые из труб и готовых деталей, на условное давление не более 10 МПа. Диаметр наружный, мм : 57, толщина стенки 3 мм (Ду57х	0	0	0	100 м	54,2
Монтаж Трубопроводов	Трубопроводы в помещениях или на открытых площадках в пределах цехов, монтируемые из готовых узлов, на условное давление не более 10 МПа. Диаметр наружный, мм : 57, толщина стенки 3 мм (трубопровод пр	0,3556	0,3556	0	100 м	54,2
Монтаж Трубопроводов	Трубопроводы в помещениях или на открытых площадках в пределах цехов, монтируемые из готовых узлов, на условное давление не более 10 МПа. Диаметр наружный, мм : 57, толщина стенки 3 мм (трубопровод ав	0,1778	0,1778	0	100 м	54,2
Монтаж Трубопроводов	Трубопроводы в помещениях или на открытых площадках в пределах цехов, монтируемые из готовых узлов, на условное давление не более 10 МПа. Диаметр наружный, мм : 57, толщина стенки 3 мм (трубопровод др	0,182	0,182	0	100 м	54,2
Монтаж Трубопроводов	Трубопроводы в помещениях или на открытых площадках в пределах цехов, монтируемые из готовых узлов, на условное давление не более 10 МПа. Диаметр наружный, мм : 57, толщина стенки 3 мм (трубопровод др	0,3	0,3	0	100 м	54,2
Монтаж Трубопроводов	Трубопроводы в помещениях или на открытых площадках в пределах цехов, монтируемые из готовых узлов, на условное давление не более 10 МПа. Диаметр наружный, мм : 25, толщина стенки 3 мм (трубопровод др	0,505	0,505	0	100 м	45,6
Монтаж конструкций для прокладки кабеля	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением на поворотах и в конце трассы, масса 1 м кабеля до 3 кг	10,4	10,4	0	100 м	15,8
Монтаж конструкций для прокладки кабеля	Проводник заземляющий из медного изолированного провода сечением 25 мм2 открыто по строительным основаниям	2,8	2,8	0	100 м	45,6
Монтаж конструкций для прокладки кабеля	Заземлитель горизонтальный из стали полосовой сечением 160 мм2 ТЕРм-2001 64	0,45	0,45	0	100 м	38,4
Демонтаж арматуры и трубопровродов	Демонтаж трубопроводов в помещениях или на открытых площадках в пределах цехов, монтируемые из труб и готовых деталей, на условное давление не более 2,5 МПа. Диаметр наружный, мм : 89, толщина стенки 	0,08	0	0,08	100 м	27,1
Демонтаж арматуры и трубопровродов	Демонтаж трубопроводов в помещениях или на открытых площадках в пределах цехов, монтируемые из труб и готовых деталей, на условное давление не более 2,5 МПа. Диаметр наружный, мм : 32, толщина стенки 	0,15	0	0,15	100 м	22,8
Покрытие площадки	Установка бортовых камней бетонных: при цементобетонных покрытиях 	0,13	0	0,13	100 м	37
Монтажные работы	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением по всей длине, масса 1 м кабеля до 1 кг ТЕРм-2001 64	1,75	0	1,75	100 м	12,4
Монтажные работы	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг ТЕРм-2001 64	1,35	0	1,35	100 м	11,4
Монтажные работы	Труба стальная во взрывоопасных и пожароопасных помещениях по установленным конструкциям, с креплением накладными скобами, диаметр до 25 мм ТЕРм-2001 64	1,35	0	1,35	100 м	84,5
Монтажные работы	Профиль перфорированный монтажный длиной 2 м ТЕРм-2001 64	0,04	0	0,04	100 м	18,2
Монтажные работы	Проводник заземляющий открыто по строительным основаниям из полосовой стали сечением 100 мм2 ТЕРм-2001 64	0,05	0	0,05	100 м	38,4
Монтажные работы	Проводник заземляющий из медного изолированного провода сечением 25 мм2 открыто по строительным основаниям ТЕРм-2001 64	0,2	0	0,2	100 м	45,6
Прочие работы. устройство покрытия	Установка бортовых камней бетонных при цементобетонных покрытиях	0,35	0	0,35	100 м	37
Изоляция	Изоляция трубопроводов изделиями из вспененного каучука ("К-флекс")  пластинами (плитами) ТЕР-2001 64	0,32	0	0,32	10 м	14,2
Заземление . АТ. ПОЗ.191	Проводник заземляющий из медного изолированного провода сечением 25 мм2 открыто по строительным основаниям ТЕРм-2001 64	0,9	0	0,9	100 м	45,6
Кабельные проводки. АТ. ПОЗ.191	Затягивание провода в проложенные трубы и металлические рукава первого одножильного или многожильного в общей оплетке, суммарное сечение до 2,5 мм2 ТЕРм-2001 64	1,32	0	1,32	100 м	5,12
Кабельные проводки. АТ. ПОЗ.191	Демонтаж кабеля. Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг. (Причина - Проектно кабель прокладывается в коробе, по факту без (требуется демонтаж)) 	6,67	0	6,67	100 м	5,7
Кабельные проводки. АТ. ПОЗ.191	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг 	38,13	0	38,13	100 м	11,4
Кабельные проводки. АТ. ПОЗ.191	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением по всей длине, масса 1 м кабеля до 1 кг ТЕРм-2001 64	2,36	0	2,36	100 м	12,4
Трубные проводки. АТ. ПОЗ.191	Короб металлический на конструкциях, кронштейнах, по фермам и колоннам, длина 2 м ТЕРм-2001 64	3,6	0	3,6	100 м	114
Трубные проводки. АТ. ПОЗ.191	Труба стальная по установленным конструкциям, по стенам с креплением скобами, диаметр до 40 мм ТЕРм-2001 64	1,32	0	1,32	100 м	102
Заземление. АТ1. ПОЗ.191	Проводник заземляющий из медного изолированного провода сечением 25 мм2 открыто по строительным основаниям ТЕРм-2001 64	0,15	0	0,15	100 м	45,6
Кабельные проводки. АТ1. ПОЗ.191	Кабель до 35 кВ с креплением накладными скобами, масса 1 м кабеля до 1 кг ТЕРм-2001 64	0,22	0	0,22	100 м	16,7
Кабельные проводки. АТ1. ПОЗ.191	Затягивание провода в проложенные трубы и металлические рукава первого одножильного или многожильного в общей оплетке, суммарное сечение до 240 мм2 ТЕРм-2001 64	2,81	0	2,81	100 м	28,4
Кабельные проводки. АТ1. ПОЗ.191	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением по всей длине, масса 1 м кабеля до 1 кг ТЕРм-2001 64	4,22	0	4,22	100 м	12,4
Трубные проводки. АТ1. ПОЗ.191	Рукав металлический наружным диаметром до 48 мм ТЕРм-2001 64	3,25	0	3,25	100 м	16,8
Трубные проводки. АТ1. ПОЗ.191	Короб металлический по стенам и потолкам, длина 2 м ТЕРм-2001 64	0,3	0	0,3	100 м	114
Арматура и трубопровод. водопровод производственно-противопожарный в2	Прокладка трубопроводов водоснабжения из напорных полиэтиленовых труб низкого давления среднего типа наружным диаметром 110 мм ТЕР-2001 64	0,05	0	0,05	100 м	19,8
Арматура и трубопровод. водопровод производственно-противопожарный в2	Прокладка трубопроводов водоснабжения из стальных водогазопроводных оцинкованных труб диаметром 15 мм ТЕР-2001 64	0,23	0	0,23	100 м	51,2
Арматура и трубопровод. водопровод производственно-противопожарный в2	Прокладка трубопроводов водоснабжения из стальных водогазопроводных оцинкованных труб диаметром 25 мм ТЕР-2001 64	0,12	0	0,12	100 м	54,2
Арматура и трубопровод. водопровод производственно-противопожарный в2	Прокладка трубопроводов водоснабжения из стальных водогазопроводных оцинкованных труб диаметром 50 мм ТЕР-2001 64	0,13	0	0,13	100 м	74
Арматура и трубопровод. водопровод производственно-противопожарный в2	Прокладка трубопроводов водоснабжения из стальных водогазопроводных оцинкованных труб диаметром 65 мм ТЕР-2001 64	0,15	0	0,15	100 м	74
Арматура и трубопровод. водопровод производственно-противопожарный в2	Прокладка трубопроводов водоснабжения из стальных водогазопроводных оцинкованных труб диаметром 100 мм ТЕР-2001 64	0,1	0	0,1	100 м	104,5
Арматура и трубопровод. водопровод производственно-противопожарный в2	Гидравлическое испытание трубопроводов систем отопления, водопровода и горячего водоснабжения диаметром до 50 мм ТЕР-2001 64	0,56	0	0,56	100 м	3,85
Арматура и трубопровод. водопровод производственно-противопожарный в2	Гидравлическое испытание трубопроводов систем отопления, водопровода и горячего водоснабжения диаметром до 50 мм ТЕР-2001 64	0,48	0	0,48	100 м	3,85
Арматура и трубопровод. водопровод производственно-противопожарный в2	Гидравлическое испытание трубопроводов систем отопления, водопровода и горячего водоснабжения диаметром до 100 мм ТЕР-2001 64	1,38	0	1,38	100 м	4,2
Арматура и трубопровод. водопровод хозяйственно-питьевой в1	Прокладка трубопроводов водоснабжения из напорных полиэтиленовых труб низкого давления среднего типа наружным диаметром 20 мм ТЕР-2001 64	0,15	0	0,15	100 м	11,2
Арматура и трубопровод. водопровод хозяйственно-питьевой в1	Прокладка трубопроводов водоснабжения из напорных полиэтиленовых труб низкого давления среднего типа наружным диаметром 20 мм ТЕР-2001 64	0,08	0	0,08	100 м	11,2
Арматура и трубопровод. водопровод хозяйственно-питьевой в1	Прокладка трубопроводов водоснабжения из напорных полиэтиленовых труб низкого давления среднего типа наружным диаметром 20 мм ТЕР-2001 64	0,05	0	0,05	100 м	11,2
Арматура и трубопровод. канализация механически загрязненных вод к4	Прокладка трубопроводов отопления и водоснабжения из стальных электросварных труб диаметром до 40 мм ТЕР-2001 64	0,2	0	0,2	100 м	65
Арматура и трубопровод. канализация механически загрязненных вод к4	Прокладка трубопроводов отопления и водоснабжения из стальных электросварных труб диаметром 50 мм ТЕР-2001 64	0,18	0	0,18	100 м	74
Арматура и трубопровод. канализация механически загрязненных вод к4	Прокладка трубопроводов отопления и водоснабжения из стальных электросварных труб диаметром 200 мм ТЕР-2001 64	0,01	0	0,01	100 м	185
Трубопровод. канализация производственная к3	Прокладка трубопроводов канализации из полиэтиленовых труб высокой плотности диаметром 50 мм ТЕР-2001 64	0,09	0	0,09	100 м	18,4
Монтаж арматуры и трубопроводов. гт	Трубопровод установок газового пожаротушения из стальных труб, монтируемый из готовых узлов, диаметр условного прохода 80 мм 	0,12	0	0,12	1000 м	850
Монтаж арматуры и трубопроводов. гт	Трубопровод установок газового пожаротушения из стальных труб, монтируемый из готовых узлов, диаметр условного прохода 50 мм	0,105	0	0,105	1000 м	720
Монтаж арматуры и трубопроводов. гт	Трубопровод установок газового пожаротушения из стальных труб, монтируемый из готовых узлов, диаметр условного прохода 32 мм	0,025	0	0,025	1000 м	612
Монтаж арматуры и трубопроводов. гт	Трубопровод установок газового пожаротушения из стальных труб, монтируемый из готовых узлов, диаметр условного прохода 10 мм	0,025	0	0,025	1000 м	450
Кабельные проводки	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением на поворотах и в конце трассы, масса 1 м кабеля до 1 кг ТЕРм-2001 64	6,4	0	6,4	100 м	13,41
Кабельные проводки	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг ТЕРм-2001 64	6,3	0	6,3	100 м	11,4
Кабельные проводки	Кабель двух-четырехжильный сечением жилы до 16 мм2 с креплением накладными скобами, полосками с установкой ответвительных коробок ТЕРм-2001 64	7,1	0	7,1	100 м	18,5
Трубные проводки	Труба стальная во взрывоопасных и пожароопасных помещениях по установленным конструкциям, с креплением накладными скобами, диаметр до 25 мм ТЕРм-2001 64	3,5	0	3,5	100 м	84,5
Трубные проводки	Труба стальная во взрывоопасных и пожароопасных помещениях по установленным конструкциям, в готовых бороздах, диаметр до 40 мм ТЕРм-2001 64	1,5	0	1,5	100 м	74
Трубные проводки	Короб металлический по стенам и потолкам, длина 2 м ТЕРм-2001 64	1,3	0	1,3	100 м	114
Трубные проводки	Профиль перфорированный монтажный длиной 2 м ТЕРм-2001 64	0,78	0	0,78	100 м	18,2
Монтажные работы. кспхг	Кабель до 35 кВ в готовых траншеях без покрытий, масса 1 м до 1 кг ТЕРм-2001 64	0,5	0	0,5	100 м	6,2
Монтажные работы. кспхг	Кабель до 35 кВ в готовых траншеях без покрытий, масса 1 м до 2 кг ТЕРм-2001 64	0,1	0	0,1	100 м	7,42
Монтажные работы. кспхг	Кабель до 35 кВ с креплением накладными скобами, масса 1 м кабеля до 1 кг ТЕРм-2001 64	0,55	0	0,55	100 м	16,7
Монтажные работы. кспхг	Кабель до 35 кВ с креплением накладными скобами, масса 1 м кабеля до 6 кг ТЕРм-2001 64	0,52	0	0,52	100 м	26,4
Монтажные работы. кспхг	Кабель до 35 кВ с креплением накладными скобами, масса 1 м кабеля до 9 кг	0,4	0,4	0	100 м	35,6
Монтажные работы. кспхг	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг ТЕРм-2001 64	9,7	0	9,7	100 м	11,4
Монтажные работы. кспхг	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 2 кг ТЕРм-2001 64	1,52	0	1,52	100 м	12,1
Монтажные работы. кспхг	Кабель до 35 кВ, прокладываемый по непроходным эстакадам, масса 1 м кабеля до 3 кг ТЕРм-2001 64	272,23	150,65	121,58	100 м	15,76
Монтажные работы. кспхг	Кабель до 35 кВ, прокладываемый по непроходным эстакадам, масса 1 м кабеля до 6 кг ТЕРм-2001 64	13,5	12,7	0,8	100 м	18,5
Монтажные работы. кспхг	Кабель до 35 кВ, прокладываемый по непроходным эстакадам, масса 1 м кабеля до 13 кг ТЕРм-2001 64	15,2	14,17	1,03	100 м	24,2
Монтажные работы. кспхг	Труба стальная во взрывоопасных и пожароопасных помещениях по установленным конструкциям, в опалубке фундаментов, диаметр до 40 мм ТЕРм-2001 64	8,35	0	8,35	100 м	65
Монтажные работы. кспхг	Труба стальная во взрывоопасных и пожароопасных помещениях по установленным конструкциям, в опалубке фундаментов, диаметр до 50 мм	0,1	0	0,1	100 м	74
Монтажные работы. кспхг	Труба стальная во взрывоопасных и пожароопасных помещениях по установленным конструкциям, в опалубке фундаментов, диаметр до 50 мм	0,1	0	0,1	100 м	74
Монтажные работы. кспхг	Рукав металлический наружным диаметром до 48 мм ТЕРм-2001 64	2,68	0	2,68	100 м	16,8
Монтажные работы. кспхг	Рукав металлический наружным диаметром до 60 мм ТЕРм-2001 64	0,02	0	0,02	100 м	21,4
Монтажные работы. кспхг	Рукав металлический наружным диаметром до 78 мм ТЕРм-2001 64	0,02	0	0,02	100 м	24
Монтажные работы. кспхг	Проводник заземляющий из медного изолированного провода сечением 25 мм2 открыто по строительным основаниям ТЕРм-2001 64	4,1	0	4,1	100 м	45,6
Монтажные работы. кспхг	Устройство постели при одном кабеле в траншее ТЕРм-2001 64	0,6	0	0,6	100 м	6,2
Прожекторное освещение и заземление. кспхг	Кабель до 35 кВ в готовых траншеях без покрытий, масса 1 м до 1 кг ТЕРм-2001 64	1,4	0,02	1,38	100 м	6,2
Прожекторное освещение и заземление. кспхг	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг ТЕРм-2001 64	3,2	0	3,2	100 м	11,4
Прожекторное освещение и заземление. кспхг	Труба стальная по установленным конструкциям, по фермам, колоннам и другим стальным конструкциям, диаметр до 40 мм ТЕРм-2001 64	3,2	0	3,2	100 м	118
Прожекторное освещение и заземление. кспхг	Профиль перфорированный монтажный длиной 2 м ТЕРм-2001 64	0,28	0	0,28	100 м	18,2
Прожекторное освещение и заземление. кспхг	Заземлитель горизонтальный из стали полосовой сечением 160 мм2 ТЕРм-2001 64	21,5	11,1	10,4	100 м	38,4
Прожекторное освещение и заземление. кспхг	Проводник заземляющий открыто по строительным основаниям из полосовой стали сечением 160 мм2 ТЕРм-2001 64	6	0	6	100 м	38,4
Прожекторное освещение и заземление. кспхг	Устройство постели при одном кабеле в траншее ТЕРм-2001 64	0,7	0	0,7	100 м	6,2
Прожекторное освещение и заземление. кспхг	На каждый последующий кабель добавлять к расценке 08-02-142-01 ТЕРм-2001 64	0,7	0	0,7	100 м	1,42
Прожекторное освещение и заземление. кспхг	Кабель до 35 кВ в готовых траншеях без покрытий, масса 1 м до 1 кг ТЕРм-2001 64	0,7	0,02	0,68	100 м	6,2
Прожекторное освещение и заземление. кспхг	Кабель до 35 кВ, прокладываемый по непроходным эстакадам, масса 1 м кабеля до 3 кг ТЕРм-2001 64	8,7	0	8,7	100 м	15,76
Монтажные работы. кабельные линии. атс. кспхг	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением по всей длине, масса 1 м кабеля до 2 кг 	8,6	0	8,6	100 м	14,2
Монтажные работы. кабельные линии. атс. кспхг	Прокладка кабеля или провода питания на провододержателях сечением 6 мм2	0,2	0	0,2	100 м	12,4
Монтажные работы. заземление.  атс. кспхг	Проводник заземляющий из медного изолированного провода сечением 25 мм2 открыто по строительным основаниям 	0,3	0	0,3	100 м	45,6
Монтажные работы. внутриплощадочные сети. дс	Снятие с кабеля верхнего джутового покрова, масса 1 м кабеля до 9 кг	0,5	0	0,5	100 м	4,56
Монтажные работы. внутриплощадочные сети. дс	Провод в коробах, сечением до 35 мм2	1	1	0	100 м	15,4
Монтажные работы. внутриплощадочные сети. дс	Кабель до 35 кВ, прокладываемый по непроходным эстакадам, масса 1 м кабеля до 3 кг	70,7	68,88	1,82	100 м	15,76
Монтажные работы. внутриплощадочные сети. дс	Затягивание провода в проложенные трубы и металлические рукава	1,5	1,5	0	100 м	5,12
Монтажные работы. внутриплощадочные сети. дс	Электрические проводки в щитах и пультах малогабаритных	0,7	0	0,7	100 м	12,4
Монтажные работы. внутриплощадочные сети. дс	Проводник заземляющий из медного изолированного провода сечением 25 мм2 открыто по строительным основаниям	0,3	0	0,3	100 м	45,6
Монтажные работы. внутриплощадочные сети. дс	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением на поворотах и в конце трассы, масса 1 м кабеля до 1 кг	2,5	0	2,5	100 м	8,64
Монтажные работы. внутриплощадочные сети. дс	Короба пластмассовые шириной до 40 мм	0,6	0,6	0	100 м	18,5
Монтажные работы. внутриплощадочные сети. дс	Рукав металлический наружным диаметром до 48 мм	0,3	0,3	0	100 м	16,8
Монтажные работы. внутриплощадочные сети. дс	Труба стальная для слаботочных сетей, требующих экранирования, в готовых бороздах и перекрытиях, диаметр до 50 мм	0,05	0,05	0	100 м	54,2
Монтажные работы.  внутриплощадочные сети. сс	Снятие с кабеля верхнего джутового покрова, масса 1 м кабеля до 9 кг	0,3	0	0,3	100 м	4,56
Монтажные работы.  внутриплощадочные сети. сс	Провод в коробах, сечением до 35 мм2	0,6	0	0,6	100 м	15,4
Монтажные работы.  внутриплощадочные сети. сс	Кабель до 35 кВ, прокладываемый по непроходным эстакадам, масса 1 м кабеля до 3 кг	140,3	95,7	44,6	100 м	15,76
Монтажные работы.  внутриплощадочные сети. сс	Затягивание провода в проложенные трубы и металлические рукава	0,1	0	0,1	100 м	5,12
Монтажные работы.  внутриплощадочные сети. сс	Электрические проводки в щитах и пультах малогабаритных	0,3	0	0,3	100 м	12,4
Монтажные работы.  внутриплощадочные сети. сс	Проводник заземляющий из медного изолированного провода сечением 25 мм2 открыто по строительным основаниям	0,3	0	0,3	100 м	45,6
Монтажные работы.  внутриплощадочные сети. сс	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением на поворотах и в конце трассы, масса 1 м кабеля до 1 кг	4	0	4	100 м	8,64
Монтажные работы.  внутриплощадочные сети. сс	Короба пластмассовые шириной до 40 мм	0,6	0,6	0	100 м	18,5
Монтажные работы.  внутриплощадочные сети. сс	Труба стальная для слаботочных сетей, требующих экранирования, в готовых бороздах и перекрытиях, диаметр до 50 мм	0,05	0,05	0	100 м	54,2
Бурение скважины. кспхг	Шнековое бурение скважин станками типа ЛБУ-50 глубиной бурения до 10 м в грунтах группы 3	5,1	0	5,1	100 м	0
Бурение скважины. скважина 50м. кспхг	Роторное бурение скважин с прямой промывкой станками с дизельным двигателем глубиной бурения до 50 м в грунтах группы 2. Применение долот диаметром свыше 450 до 500 мм, применены¶коэффициенты к нормам	0,15	0	0,15	100 м	0
Бурение скважины. скважина 50м. кспхг	Роторное бурение скважин с прямой промывкой станками с дизельным двигателем глубиной бурения до 50 м в грунтах группы 5 (при D долота±349,2мм К-1,4)(разбуривание цементного стакана)	0,01	0	0,01	100 м	0
Бурение скважины. скважина 50м. кспхг	Роторное бурение скважин с прямой промывкой станками с дизельным двигателем глубиной бурения до 50 м в грунтах группы 2 (при D долота±349,2мм К-1,4)	0,35	0	0,35	100 м	0
Крепление скважины. скважина 50м. кспхг	Крепление скважины при роторном бурении трубами со сварным соединением, глубина скважины до 50 м, группа грунтов по устойчивости 2	1,2	0	1,2	10 м	0
Крепление скважины. скважина 50м. кспхг	Крепление скважины при роторном бурении трубами со сварным соединением, глубина скважины до 50 м, группа грунтов по устойчивости 1	3,5	0	3,5	10 м	0
Крепление скважины. скважина 50м. кспхг	Свободный спуск или подъем обсадных труб (надфильтровых труб) в трубах большего диаметра при роторном бурении установками на базе автомобилей грузоподъемностью 12,5 т с соединением сварным. В трубах д	0,3	0	0,3	10 м	0
Крепление скважины. скважина 50м. кспхг	Свободный спуск или подъем обсадных труб (надфильтровых труб) в трубах большего диаметра при роторном бурении установками на базе автомобилей грузоподъемностью 12,5 т с соединением сварным. В трубах д	1,5	0	1,5	10 м	0
Монтажные работы.  кабельные конструкции	Профиль перфорированный монтажный длиной 2 м (К225,К238)	0,9	0	0,9	100 м	18,2
Монтажные работы.  кабельные конструкции	Труба стальная во взрывоопасных и пожароопасных помещениях по установленным конструкциям, в опалубке фундаментов, диаметр до 25 мм	7,8	0	7,8	100 м	2,64
Монтажные работы.  кабельные конструкции	Труба стальная во взрывоопасных и пожароопасных помещениях по установленным конструкциям, в опалубке фундаментов, диаметр до 40 мм	0,62	0	0,62	100 м	0,84
Монтажные работы.  кабельные конструкции	Труба стальная во взрывоопасных и пожароопасных помещениях по установленным конструкциям, в опалубке фундаментов, диаметр до 50 мм	0,96	0	0,96	100 м	74
Монтажные работы.  кабельные конструкции	Рукав металлический наружным диаметром до 48 мм	0,61	0	0,61	100 м	16,8
Монтажные работы. кабельные проводки	Кабель до 35 кВ с креплением накладными скобами, масса 1 м кабеля до 0,5 кг	1,15	0	1,15	100 м	1,64
Монтажные работы. кабельные проводки	Кабель до 35 кВ с креплением накладными скобами, масса 1 м кабеля до 1 кг	0,7	0	0,7	100 м	4,12
Монтажные работы. кабельные проводки	Кабель до 35 кВ с креплением накладными скобами, масса 1 м кабеля до 2 кг	0,2	0	0,2	100 м	46,2
Монтажные работы. кабельные проводки	Кабель до 35 кВ с креплением накладными скобами, масса 1 м кабеля до 3 кг	0,4	0	0,4	100 м	11
Монтажные работы. кабельные проводки	Кабель до 35 кВ с креплением накладными скобами, масса 1 м кабеля до 6 кг	1,3	0	1,3	100 м	20,6
Монтажные работы. кабельные проводки	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением по всей длине, масса 1 м кабеля до 1 кг	3,4	0	3,4	100 м	12,4
Монтажные работы. кабельные проводки	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением по всей длине, масса 1 м кабеля до 2 кг	0,4	0	0,4	100 м	14,2
Монтажные работы. кабельные проводки	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением по всей длине, масса 1 м кабеля до 3 кг	0,8	0	0,8	100 м	137
Монтажные работы. кабельные проводки	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением по всей длине, масса 1 м кабеля до 6 кг	1,9	0	1,9	100 м	26,4
Монтажные работы. кабельные проводки	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг	8,8	0	8,8	100 м	11,4
Монтажные работы. кабельные проводки	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 2 кг	0,23	0	0,23	100 м	12,1
Монтажные работы. кабельные проводки	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 3 кг	0,63	0	0,63	100 м	12,1
Монтажные работы. кабельные проводки	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 6 кг	0,33	0	0,33	100 м	168
Монтажные работы. кабельные проводки	Кабель до 35 кВ, прокладываемый по непроходным эстакадам, масса 1 м кабеля до 3 кг	71,14	19,85	51,29	100 м	15,76
Монтажные работы. кабельные проводки	Кабель до 35 кВ, прокладываемый по непроходным эстакадам, масса 1 м кабеля до 6 кг	27,72	15,25	12,47	100 м	18,5
Заземление	Проводник заземляющий из медного изолированного провода сечением 25 мм2 открыто по строительным основаниям	1,7	0	1,7	100 м	45,6
Монтажные работы. конструкции кабельные	Труба стальная во взрывоопасных и пожароопасных помещениях по установленным конструкциям, в опалубке фундаментов, диаметр до 50 мм	0,1	0	0,1	100 м	74
Монтажные работы. конструкции кабельные	Профиль перфорированный монтажный длиной 2 м	0,08	0	0,08	100 м	18,2
Монтажные работы.  кабельные проводки	Кабель до 35 кВ в готовых траншеях без покрытий, масса 1 м до 6 кг	0,2	0	0,2	100 м	11,4
Монтажные работы.  кабельные проводки	Кабель до 35 кВ, прокладываемый по непроходным эстакадам, масса 1 м кабеля до 6 кг	5,7	0	5,7	100 м	18,5
Монтажные работы.  кабельные проводки	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 6 кг	0,1	0	0,1	100 м	4,35
Монтажные работы.  кабельные проводки	Кабель до 35 кВ по установленным конструкциям и лоткам с креплением по всей длине, масса 1 м кабеля до 6 кг	0,7	0	0,7	100 м	26,4
Монтажные работы. заземление	Заземлитель горизонтальный из стали полосовой сечением 160 мм2	0,8	0	0,8	100 м	38,4
Монтажные работы. заземление	Проводник заземляющий из медного изолированного провода сечением 25 мм2 открыто по строительным основаниям	0,08	0	0,08	100 м	45,6
Строительные работы	Устройство постели при одном кабеле в траншее	0,1	0	0,1	100 м	6,2
Строительные работы	На каждый последующий кабель добавлять к норме 08-02-142-01	0,1	0	0,1	100 м	1,42
Кабельные линии	Устройство постели при одном кабеле в траншее	12,29	0	12,29	100 м	6,2
Кабельные линии	Кабель до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг	32,14	0	32,14	100 м	11,4
Кабельные линии	Кабель до 35 кВ в готовых траншеях без покрытий, масса 1 м до 1 кг	6,16	0	6,16	100 м	6,2
Кабельные линии	Кабель до 35 кВ в готовых траншеях без покрытий, масса 1 м до 3 кг	14,88	0	14,88	100 м	8,45
Кабельные линии	Кабель до 35 кВ, прокладываемый по непроходным эстакадам, масса 1 м кабеля до 3 кг	106,45	0	106,45	100 м	15,76
Кабельные линии	На каждый последующий кабель добавлять к норме 08-02-142-01	8,75	0	8,75	100 м	1,42
Кабельные линии	Труба стальная по установленным конструкциям, по фермам, колоннам и другим стальным конструкциям, диаметр до 50 мм	1,92	0	1,92	100 м	124
