"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
АКЗ. КМ1	Окраска металлических поверхностей в 1 слой эмалью Эмакоут 5335NG толщиной 150 мкм 	0,3	0	0,3	100 м2	22,3
АКЗ. КМ1	Окраска металлических поверхностей в 1 слой эмалью Эматоп NG толщиной 50 мкм 	0,3	0	0,3	100 м2	137
Каркас здания. КМ1	Монтаж кровельного покрытия из профилированного листа при высоте здания до 25 м 	0,023	0	0,023	100 м2	24
Изоляционные работы	Огрунтовка фундаментов праймером 	0,7	0	0,7	100 м2	3,4
Изоляционные работы	Гидроизоляция боковая обмазочная битумная в 2 слоя 	0,7	0	0,7	100 м2	39
Окраска. Т	Очистка поверхности щетками	75,07	0	75,07	м2	0,17
Окраска. Т	Обеспыливание поверхности (входит в норму окраски)	75,07	0	75,07	м2	0
Окраска. Т	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом 	0,7507	0	0,7507	100 м2	6,5
Окраска. Т	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз (толщина слоя 80 мкм) 	1,424	0	1,424	100 м2	12
Окраска. Т	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз 	1,424	0	1,424	100 м2	11
Окраска. Т	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз 	1,424	0	1,424	100 м2	10,3
Теплоизоляционные работы. Т	Изготовление и установка по поверхности изоляции аппаратов деталей готового металлического покрытия из алюминевого листа марки АД1Н толщ.0,5мм 	0,2185	0	0,2185	100 м2	124
Теплоизоляционные работы. Т	Огрунтовка металлических поверхностей за один раз лаком БТ-577 	0,0531	0	0,0531	100 м2	8,45
Теплоизоляционные работы. Т	Установка и разборка наружных инвентарных лесов высотой до 16 м трубчатых для прочих отделочных работ 	0,1002	0	0,1002	100 м2	54,8
Теплоизоляционные работы. Т	Установка и разборка наружных инвентарных лесов высотой до 16 м подвесных 	0,0685	0	0,0685	100 м2	39,6
Теплоизоляционные работы. Т	Покрытие поверхности изоляции трубопроводов: сталью оцинкованной 	2,2124	0	2,2124	100 м2	84,3
Теплоизоляционные работы. Т	Изоляция арматуры и фланцев съемными полуфутлярами из оцинкованного листа толщ.0,8мм 	0,9894	0	0,9894	100 м2	124
Теплоизоляционные работы. Т	Огрунтовка металлических поверхностей за один раз лаком БТ-577 	0,077	0	0,077	100 м2	8,45
Окрасочные Работы	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан 	0,051	0	0,051	100 м2	12
