"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.
ОКРАСКА. ГТ	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом	2	0	2	м2
ОКРАСКА. ГТ	Огрунтовка металлических поверхностей за один раз грунтовкой ЭП-0259 100 м2 окрашиваемой поверхности	2	0	2	м2
ОКРАСКА. ГТ	Окраска металлических огрунтованных поверхностей эмалью ПФ-115	4	0	4	м2
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром от 500 до 560 мм ТЕР-2001 64	13	0	13	м2
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 250 мм ТЕР-2001 64	2	0	2	м2
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,7 мм, диаметром от 500 до 560 мм ТЕР-2001 64	2	0	2	м2
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,6 мм, диаметром до 450 мм ТЕР-2001 64	7,5	0	7,5	м2
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,5 мм, диаметром до 200 мм ТЕР-2001 64	2,5	0	2,5	м2
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм ТЕР-2001 64	1	0	1	м2
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,6 мм, диаметром до 355 мм ТЕР-2001 64	1,5	0	1,5	м2
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм ТЕР-2001 64	4,2	0	4,2	м2
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,5 мм, диаметром до 200 мм ТЕР-2001 64	7	0	7	м2
