"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Лестницы,площадки,ограждения 	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР 64	0,5000	0,0000	0,5000	100 м2	11,0000
Лестницы,площадки,ограждения 	Окраска металлических огрунтованных поверхностей эмалью ПФ-115 за 2 раза ТЕР 64	0,5000	0,0000	0,5000	100 м2	20,6000
Металлические конструкции	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР 64	0,3300	0,0000	0,3300	100 м2	11,0000
Металлические конструкции	Окраска металлических огрунтованных поверхностей эмалью ПФ-115 за 2 раза ТЕР 64	0,3300	0,0000	0,3300	100 м2	20,6000
Ограждение площадки	Устройство изоляции слоем битумного праймера	0,1600	0,0000	0,1600	100 м2	3,4000
Ограждение площадки	Устройство боковой обмазочной изоляции стен горячим битумом  за 2 раза	0,1600	0,0000	0,1600	100 м2	39,0000
Ограждение площадки	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021	0,4600	0,0000	0,4600	100 м2	11,0000
Ограждение площадки	Окраска металлических огрунтованных поверхностей эмалью ПФ-115 за 2 раза	0,4600	0,0000	0,4600	100 м2	20,6000
Покрытие площадки	Установка пароизоляционного слоя из пленки полиэтиленовой ТЕР 64	1,0800	0,0000	1,0800	100 м2	5,1200
Покрытие площадки	Покрытие площадки из сборных бетонных плит тротуарного типа 6К7 из бетона В22,5 на сульфатостойком портландцементе с заполнением швов цементно-песчаной смесью состава 1:10 ТЕР 64	0,1280	0,0000	0,1280	100 м2	18,5000
Фундаменты Фм1,Фм1	Устройство подливки из бетона В15 толщиной 20 мм ТЕР 64	0,0030	0,0000	0,0030	100 м2	28,0000
Фундаменты Фм1,Фм1	На каждые 10 мм изменения толщины добавлятьисключать ТЕР 64	0,0030	0,0000	0,0030	100 м2	4,4000
Фундаменты Фм1,Фм1	Устройство изоляции слоем битумного праймера ТЕР 64	0,2100	0,0000	0,2100	100 м2	3,4000
Фундаменты Фм1,Фм1	Устройство боковой обмазочной изоляции стен горячим битумом  за 2 раза ТЕР 64	0,2100	0,0000	0,2100	100 м2	39,0000
Фундаменты Фм1,Фм1	Устройство изоляции слоем битумного праймера ТЕР 64	0,2700	0,0000	0,2700	100 м2	3,4000
Фундаменты Фм1,Фм1	Устройство боковой обмазочной изоляции стен горячим битумом  за 2 раза ТЕР 64	0,2700	0,0000	0,2700	100 м2	39,0000
Бетонные и ж/б конструкции	Устройство боковой обмазочной изоляции стен горячим битумом  за 2 раза 	1,2500	1,2500	0,0000	100 м2	39,0000
Бетонные и ж/б конструкции	Устройство изоляции слоем битумного праймера 	1,2500	1,2500	0,0000	100 м2	3,4000
Покрытие площадки	Покрытие площадки из сборных бетонных плит тротуарного типа 6К7 из бетона В7,5,W4 с заполнением швов цементно-песчаной смесью состава 1:10	12,2000	12,2000	0,0000	100 м2	18,5000
Окраска "СПЕЦПРОТЕКТ"(АС)	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 ТЕР-2001 64	165,0000	0,0000	165,0000	м2	0,3800
Окраска "СПЕЦПРОТЕКТ"(АС)	Очистка поверхности щетками ТЕР-2001 64	4,0000	0,0000	4,0000	м2	0,1700
Окраска "СПЕЦПРОТЕКТ"(АС)	Обеспыливание поверхности ТЕР-2001 64	170,0000	170,0000	0,0000	м2	0,0170
Окраска "СПЕЦПРОТЕКТ"(АС)	Обезжиривание металлических поверхностей растворителем Р5 ТЕР-2001 64	1,7000	0,0000	1,7000	100 м2	6,5000
Окраска "СПЕЦПРОТЕКТ"(АС)	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм ТЕР-2001 64	1,7000	0,0000	1,7000	100 м2	12,0000
Окраска "СПЕЦПРОТЕКТ"(АС)	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм ТЕР-2001 64	1,7000	0,0000	1,7000	100 м2	18,0000
Окраска "СПЕЦПРОТЕКТ" АС1	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 ТЕР-2001 64	623,0000	0,0000	623,0000	м2	0,3800
Окраска "СПЕЦПРОТЕКТ" АС1	Очистка поверхности щетками ТЕР-2001 64	16,0000	0,0000	16,0000	м2	0,1700
Окраска "СПЕЦПРОТЕКТ" АС1	Обеспыливание поверхности ТЕР-2001 64	639,0000	639,0000	0,0000	м2	0,0170
Окраска "СПЕЦПРОТЕКТ" АС1	Обезжиривание металлических поверхностей растворителем Р5 ТЕР-2001 64	6,3900	0,0000	6,3900	100 м2	6,5000
Окраска "СПЕЦПРОТЕКТ" АС1	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм ТЕР-2001 64	6,3900	0,0000	6,3900	100 м2	12,0000
Окраска "СПЕЦПРОТЕКТ" АС1	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм ТЕР-2001 64	6,3900	0,0000	6,3900	100 м2	18,0000
Окраска Армокотом	Очистка кварцевым песком наружных поверхностей	23,7000	23,3800	0,3200	м2	0,3200
Окраска Армокотом	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом (норма ГЭСН)	0,2370	0,2330	0,0040	100 м2	8,4000
Окраска Армокотом	Окраска трубопроводов грунтовкой Армокот 01 с предварительной абразивной очисткой 	0,2370	0,2330	0,0040	100 м2	11,0000
Изоляция	Покрытие поверхности изоляции трубопроводов сталью оцинкованной ТЕР-2001 64	0,6493	0,0000	0,6493	100 м2	84,3000
Спецстройработы	Очистка поверхности щетками	2,0000	0,0000	2,0000	м2	0,1700
Спецстройработы	Обеспыливание поверхности (входит в норму окраски)	2,0000	2,0000	0,0000	м2	0,0000
Спецстройработы	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом 	0,0175	0,0000	0,0175	100 м2	6,5000
Спецстройработы	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом	4,7205	0,0000	4,7205	100 м2	8,4000
Спецстройработы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119	0,0200	0,0000	0,0200	100 м2	0,1100
Спецстройработы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119	0,0200	0,0000	0,0200	100 м2	0,1100
Спецстройработы	Окраска металлических огрунтованных поверхностей эмалью ПФ-115  за 2 раза	0,0200	0,0000	0,0200	100 м2	20,6000
Оборудование	Обертка поверхности изоляции рубероидом на битуме два раза	126,7132	0,0000	126,7132	100 м2	48,5000
Оборудование	Обертка поверхности изоляции рубероидом на битуме один раз	129,7313	0,0000	129,7313	100 м2	26,4000
Оборудование	Оштукатуривание поверхности изоляции аппаратов асбоцементным раствором 	129,7313	0,0000	129,7313	100 м2	68,4000
Оборудование	Окраска внутренней поверхности алюминиевого покрытия лаком БТ-577 за 1 раз	51,1447	0,0000	51,1447	100 м2	8,4500
Трубопроводы	Покрытие поверхности изоляции трубопроводов сталью оцинкованной толщ.0,5мм	0,0230	0,0000	0,0230	100 м2	84,3000
Трубопроводы	Обертка поверхности изоляции рубероидом на битуме два раза	0,0285	0,0000	0,0285	100 м2	48,5000
Трубопроводы	Обертка поверхности изоляции рубероидом на битуме один раз 	0,0343	0,0000	0,0343	100 м2	26,4000
Трубопроводы	Оштукатуривание поверхности изоляции аппаратов асбоцементным раствором	0,0343	0,0000	0,0343	100 м2	68,4000
Трубопроводы	Установка на арматуре и фланцевых соединениях полуфутляров из стального оцинк. листа толщ. 0,8мм 	0,0053	0,0000	0,0053	100 м2	124,0000
Трубопроводы	Окраска опознавательных колец за два раза 	0,0012	0,0000	0,0012	100 м2	10,3000
Монтаж систем вентиляции	Прокладка воздуховодов 	0,3600	0,0000	0,3600	100 м2	24,5000
Спецстройработы	Масляная окраска металлических поверхностей больших (кроме кровель), за 2 раза	5,0000	0,0000	5,0000	100 м2	14,1000
Спецстройработы	Очистка поверхности щетками	28,5000	0,0000	28,5000	м2	0,1700
Спецстройработы	Обеспыливание поверхности (входит в норму окраски)	28,5000	28,5000	0,0000	м2	0,0000
Спецстройработы	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом (норма ГЭСН)	0,2850	0,0000	0,2850	100 м2	8,4000
Спецстройработы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119 (трубопроводов в 1й слой) 	0,2850	0,0000	0,2850	100 м2	11,0000
Спецстройработы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119 (трубопроводов в 2й слой) 	0,2850	0,0000	0,2850	100 м2	0,4800
Спецстройработы	Окраска металлических огрунтованных поверхностей эмалью ПФ-115, 2 слоя 	0,2850	0,0000	0,2850	100 м2	20,6000
Демонтаж - Прожекторная мачта ПМС-29,3	Демонтаж отмостки и  основания	9,0000	0,0000	9,0000	м2	0,2400
Отмостка - Прожекторная мачта ПМС-29,3	Устройство отмостки	9,0000	0,0000	9,0000	м2	1,3800
Окраска - Прожекторная мачта ПМС-29,3	Окраска металлоконструкций	0,0000	0,0000	0,0000	м2	0,1400
Демонтаж - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Демонтаж покрытий из мелкозернистого асфальтобетона	0,6615	0,0000	0,6615	м2	0,1200
Отмостка - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Устройство отмостки	0,0000	0,0000	0,0000	м2	1,3800
Демонтаж - Прожекторная мачта ПМЖ-19,3 	Демонтаж покрытий из мелкозернистого асфальтобетона	0,0000	0,0000	0,0000	м2	0,1200
Отмостка - Прожекторная мачта ПМЖ-19,3 	Устройство отмостки	1,0000	0,0000	1,0000	м2	1,3800
Демонтаж - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Демонтаж покрытий из мелкозернистого асфальтобетона	0,0000	0,0000	0,0000	м2	0,1200
Отмостка - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Устройство отмостки	1,0000	0,0000	1,0000	м2	1,3800
Прожекторная мачта ПМЖ-19,3 с молниеотводом	Демонтаж покрытий из мелкозернистого асфальтобетона	0,0000	0,0000	0,0000	м2	0,1200
Отмостка - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Устройство отмостки	0,0000	0,0000	0,0000	м2	1,3800
Демонтаж - «Молниеотвод МС-37» 	Демонтаж отмостки и  основания	1,0000	0,0000	1,0000	м2	0,2400
Отмостка - «Молниеотвод МС-37» 	Устройство отмостки	0,0000	0,0000	0,0000	м2	1,3800
Окраска -«Молниеотвод МС-37» 	Окраска металлоконструкций	0,0000	0,0000	0,0000	м2	0,1400
Демонтаж -  «Молниеотвод МС-31,7»        	Демонтаж отмостки и  основания	0,0000	0,0000	0,0000	м2	0,2400
Отмостка -  «Молниеотвод МС-31,7»        	Устройство отмостки	0,0000	0,0000	0,0000	м2	1,3800
Окраска - «Молниеотвод МС-31,7»        	Окраска металлоконструкций	0,0000	0,0000	0,0000	м2	0,1400
Демонтаж - «Прожекторноая мачта ПМС-29,3 с молниеотводом»	Демонтаж конструкций металлических	0,0000	0,0000	0,0000	м2	0,1100
Монтаж - «Прожекторноая мачта ПМС-29,3 с молниеотводом»	Монтаж конструкций металлических	0,0000	0,0000	0,0000	м2	0,2200
Окраска - «Прожекторноая мачта ПМС-29,3 с молниеотводом»	Окраска металлоконструкций	0,0000	0,0000	0,0000	м2	0,1400
Демонтаж - «Молниеотвод МС-37» 	Демонтаж отмостки и  основания	1,0000	0,0000	1,0000	м2	0,2400
Отмостка - «Молниеотвод МС-37» 	Устройство отмостки	0,0000	0,0000	0,0000	м2	1,3800
Окраска - «Молниеотвод МС-37» 	Окраска металлоконструкций	0,0000	0,0000	0,0000	м2	0,1400
Демонтаж - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом» 	Демонтаж отмостки и  основания	0,0000	0,0000	0,0000	м2	0,2400
Отмостка - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом» 	Устройство отмостки	0,0000	0,0000	0,0000	м2	1,3800
Демонтаж - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом»	Демонтаж отмостки и  основания	0,0000	0,0000	0,0000	м2	0,2400
Отмостка - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом»	Устройство отмостки	1,0000	0,0000	1,0000	м2	1,3800
Демонтаж - «Прожекторноая мачта ПМЖ-22,8 с молниеотводом»	Демонтаж отмостки и  основания	0,0000	0,0000	0,0000	м2	0,2400
Отмостка - «Прожекторноая мачта ПМЖ-22,8 с молниеотводом»	Устройство отмостки	0,0000	0,0000	0,0000	м2	1,3800
Окраска - «Прожекторноая мачта ПМЖ-22,8 с молниеотводом»	Окраска металлоконструкций	0,0000	0,0000	0,0000	м2	0,1400
Демонтаж - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом»	Демонтаж мачты	0,0000	0,0000	0,0000	м2	18,4000
Засыпка - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом»	Засыпка котлована песком с послойным уплотнением К>0,95 слоями по 200 мм	1,0000	0,0000	1,0000	100 м2	0,0280
Бетонные и ж/б конструкции	Устройство подливки из бетона кл.В20, F150 толщиной 20 мм (70мм) 	0,0900	0,0000	0,0900	100 м2	28,0000
Бетонные и ж/б конструкции	На каждые 10 мм изменения толщины добавлять 50мм	0,0900	0,0000	0,0900	100 м2	0,2200
Бетонные и ж/б конструкции	Огрунтовка фундаментов праймером 	1,5700	0,0000	1,5700	100 м2	3,4000
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная битумная в 2 слоя	1,5700	0,0000	1,5700	100 м2	0,3900
Окраска	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 ТЕР-2001 64	161,0000	0,0000	161,0000	м2	0,3800
Окраска	Очистка поверхности щетками	4,1000	0,0000	4,1000	м2	0,1700
Окраска	Обеспыливание поверхности	165,0000	0,0000	165,0000	м2	0,0170
Окраска	Обезжиривание металлических поверхностей растворителем Р5 	1,6500	0,0000	1,6500	100 м2	6,5000
Окраска	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм	1,6500	0,0000	1,6500	100 м2	12,0000
Окраска	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм 	1,6500	0,0000	1,6500	100 м2	18,0000
Окраска арматуры	Нанесение химической смывки СП-6 за 1 раз ТЕР-2001 64	0,1710	0,0000	0,1710	100 м2	31,2000
Окраска арматуры	Очистка гидропескоструйным аппаратом, водой за 2 раза ТЕР-2001 64	17,1000	0,0000	17,1000	м2	0,4800
Окраска арматуры	Искусственная сушка ТЕР-2001 64	0,1710	0,0000	0,1710	100 м2	6,1500
Окраска арматуры	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом(нанесение преобразователя ржавчины Анкор-1) ТЕР-2001 64	0,1710	0,0000	0,1710	100 м2	8,4000
Окраска арматуры	Обезжиривание металлических поверхностей растворителем Р5 ТЕР-2001 64	0,1710	0,0000	0,1710	100 м2	6,5000
Окраска арматуры	Обеспыливание поверхности (входит в норму окраски)	17,1000	0,0000	17,1000	м2	0,0000
Окраска арматуры	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз (толщина слоя 80 мкм) ТЕР-2001 64	0,1710	0,0000	0,1710	100 м2	12,0000
Окраска арматуры	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз ТЕР-2001 64	0,1710	0,0000	0,1710	100 м2	11,0000
Окраска арматуры	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,1710	0,0000	0,1710	100 м2	10,3000
Окраска трубопроводов	Нанесение химической смывки СП-6 за 1 раз ТЕР-2001 64	0,0450	0,0000	0,0450	100 м2	31,2000
Окраска трубопроводов	Очистка гидропескоструйным аппаратом, водой за 2 раза ТЕР-2001 64	4,5000	0,0000	4,5000	м2	0,4800
Окраска трубопроводов	Искусственная сушка ТЕР-2001 64	0,0450	0,0000	0,0450	100 м2	6,1500
Окраска трубопроводов	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом(нанесение преобразователя ржавчины Анкор-1) ТЕР-2001 64	0,0450	0,0000	0,0450	100 м2	8,4000
Окраска трубопроводов	Обезжиривание металлических поверхностей растворителем Р5 ТЕР-2001 64	0,0450	0,0000	0,0450	100 м2	6,5000
Окраска трубопроводов	Обеспыливание поверхности (входит в норму окраски)	4,5000	0,0000	4,5000	м2	0,0000
Окраска трубопроводов	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз (толщина слоя 80 мкм) ТЕР-2001 64	0,0450	0,0000	0,0450	100 м2	12,0000
Окраска трубопроводов	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз ТЕР-2001 64	0,0450	0,0000	0,0450	100 м2	11,0000
Окраска трубопроводов	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз ТЕР-2001 64	0,0450	0,0000	0,0450	100 м2	10,3000
Окраска трубопроводов	Нанесение химической смывки СП-6 за 1 раз ТЕР-2001 64	0,3434	0,0000	0,3434	100 м2	31,2000
Окраска трубопроводов	Очистка гидропескоструйным аппаратом, водой за 2 раза ТЕР-2001 64	34,3400	0,0000	34,3400	м2	0,4800
Окраска трубопроводов	Искусственная сушка ТЕР-2001 64	0,3434	0,0000	0,3434	100 м2	6,1500
Окраска трубопроводов	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом(нанесение преобразователя ржавчины Анкор-1) ТЕР-2001 64	0,3434	0,0000	0,3434	100 м2	8,4000
Окраска трубопроводов	Обезжиривание металлических поверхностей растворителем Р5 ТЕР-2001 64	0,3434	0,0000	0,3434	100 м2	6,5000
Окраска трубопроводов	Обеспыливание поверхности (входит в норму окраски)	34,3400	0,0000	34,3400	м2	0,0000
Окраска трубопроводов	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз (толщина слоя 80 мкм) 	0,3434	0,0000	0,3434	100 м2	12,0000
Окраска трубопроводов	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз 	0,3434	0,0000	0,3434	100 м2	11,0000
Окраска трубопроводов	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,3434	0,0000	0,3434	100 м2	10,3000
Бетонные и ж/б конструкции	Устройство подливки из бетона кл.В20, F150 толщиной 20 мм (70мм) ТЕР-2001 64	0,0286	0,0000	0,0286	100 м2	28,0000
Бетонные и ж/б конструкции	На каждые 10 мм изменения толщины добавлять 50мм ТЕР-2001 64	0,0286	0,0000	0,0286	100 м2	0,2200
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная битумная в 2 слоя	0,2300	0,0000	0,2300	100 м2	0,3900
Окраска	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 ТЕР-2001 64	43,0000	0,0000	43,0000	м2	0,3800
Окраска	Очистка поверхности щетками	1,1000	0,0000	1,1000	м2	0,1700
Окраска	Обеспыливание поверхности	44,0000	0,0000	44,0000	м2	0,0170
Окраска	Обезжиривание металлических поверхностей растворителем Р5 	0,4400	0,0000	0,4400	100 м2	6,5000
Окраска	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм	0,4400	0,0000	0,4400	100 м2	12,0000
Окраска	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм 	0,4400	0,0000	0,4400	100 м2	18,0000
Покрытие площадки	Устройство покрытия из тротуарных плит, марка 6К7 по цементно-песчаной смеси состава 1:10, толщ.50мм ТЕР-2001 64	0,1850	0,0000	0,1850	100 м2	18,5000
Окраска арматуры	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз	0,0190	0,0000	0,0190	100 м2	12,0000
Окраска арматуры	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз 	0,0190	0,0000	0,0190	100 м2	11,0000
Окраска арматуры	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,0190	0,0000	0,0190	100 м2	10,3000
Окраска трубопроводов	Очистка поверхности щетками	1,0700	0,0000	1,0700	м2	0,1700
Окраска трубопроводов	Обеспыливание поверхности (входит в норму окраски)	1,0700	0,0000	1,0700	м2	0,0000
Окраска трубопроводов	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом 	0,0107	0,0000	0,0107	100 м2	6,5000
Окраска трубопроводов	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз	0,0107	0,0000	0,0107	100 м2	12,0000
Окраска трубопроводов	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз 	0,0107	0,0000	0,0107	100 м2	11,0000
Окраска трубопроводов	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз 	0,0107	0,0000	0,0107	100 м2	10,3000
Теплоизоляция оборудования	Покрытие изоляции плоских (криволинейных) поверхностей листовым металлом с заготовкой покрытия 	0,0947	0,0000	0,0947	100 м2	84,3000
Теплоизоляция оборудования	Изготовление и установка на люках и фланцевых соединениях (ду>500) кожухов из оцинкованного листа марки толщиной 1мм ТЕР-2001 64	0,0001	0,0000	0,0001	100 м2	124,0000
Теплоизоляция оборудования	Окраска металлических огрунтованных поверхностей краской БТ-577 серебристой 	0,0154	0,0000	0,0154	100 м2	10,3000
Теплоизоляция оборудования	Установка и разборка наружных инвентарных лесов высотой до 16 м трубчатых для прочих отделочных работ ТЕР-2001 64	0,0294	0,0000	0,0294	100 м2	54,8000
Теплоизоляция оборудования	Установка и разборка наружных инвентарных лесов высотой до 16 м подвесных ТЕР-2001 64	0,0201	0,0000	0,0201	100 м2	39,6000
Теплоизоляция трубопроводов	Изготовление и установка по поверхности изоляции трубопровода покрытия из оцинкованного листа толщ.0,5	0,0250	0,0000	0,0250	100 м2	84,3000
Теплоизоляция трубопроводов	Установка на арматуре и фланцевых соединениях полуфутляров из стального оцинк. листа толщ. 0,8мм ТЕР-2001 64	0,0129	0,0000	0,0129	100 м2	124,0000
Теплоизоляция трубопроводов	Окраска металлических огрунтованных поверхностей краской БТ-577 серебристой 	0,0012	0,0000	0,0012	100 м2	10,3000
Окраска	Окраска металлических огрунтованных поверхностей эмалью ХВ-124	0,1000	0,0000	0,1000	100 м2	16,8000
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ФЛ-03К	0,1000	0,0000	0,1000	100 м2	9,4000
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная праймером	0,2020	0,0000	0,2020	100 м2	0,0340
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная битумная в 2 слоя по выровненной поверхности бутовой кладки, кирпичу, бетону 	0,2020	0,0000	0,2020	100 м2	39,0000
Бетонные и ж/б конструкции	Устройство подливки толщиной 100 мм	0,0060	0,0000	0,0060	100 м2	28,0000
Бетонные и ж/б конструкции	На каждые 10 мм изменения толщины добавлять или исключать к расценке 06-01-013-01 ТЕР-2001 64	0,0060	0,0000	0,0060	100 м2	0,3520
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная праймером 	0,0720	0,0000	0,0720	100 м2	3,4000
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная битумная в 2 слоя по выровненной поверхности бутовой кладки, кирпичу, бетону 	0,0720	0,0000	0,0720	100 м2	39,0000
Прочие работы. устройство покрытия	Устройство бетонных плитных тротуаров с заполнением швов цементным раствором 	0,5380	0,0000	0,5380	100 м2	18,5000
Ораска спецпротектом	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 	39,0000	0,0000	39,0000	м2	0,3800
Ораска спецпротектом	Очистка поверхности щетками	1,0000	0,0000	1,0000	м2	0,1700
Ораска спецпротектом	Обеспыливание поверхности (входит в норму окраски)	40,5000	0,0000	40,5000	м2	0,0000
Ораска спецпротектом	Обезжиривание металлических поверхностей растворителем Р5 	0,4050	0,0000	0,4050	100 м2	6,5000
Ораска спецпротектом	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм 	0,4730	0,0000	0,4730	100 м2	12,0000
Ораска спецпротектом	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм 	0,4730	0,0000	0,4730	100 м2	18,0000
Изоляция	Покрытие поверхности изоляции трубопроводов сталью оцинкованной ТЕР-2001 64	0,0128	0,0000	0,0128	100 м2	84,3000
Изоляция	Устройство на трубопроводах каркаса изоляции из проволоки ТЕР-2001 64	0,0030	0,0000	0,0030	100 м2	41,2000
Окраска АРМОКОТОМ	Очистка поверхности щетками	0,5520	0,0000	0,5520	м2	0,1700
Окраска АРМОКОТОМ	Обеспыливание поверхности (входит в норму окраски)	0,5520	0,0000	0,5520	м2	0,0000
Окраска АРМОКОТОМ	Обезжиривание металлических поверхностей растворителем Р5	0,0055	0,0000	0,0055	100 м2	6,5000
Окраска АРМОКОТОМ	Огрунтовка поверхностей за 1 раз грунтовкой "Армокот 01"	0,0055	0,0000	0,0055	100 м2	11,0000
Изоляционные работы.  водопровод производственно-противопожарный в2	Покрытие поверхности изоляции трубопроводов стеклопластиками РСТ, тканями стеклянными ТЕР-2001 64	0,0680	0,0000	0,0680	100 м2	39,6000
Окраска.  водопровод производственно-противопожарный в2	Масляная окраска металлических поверхностей решеток, переплетов, труб диаметром менее 50 мм и т.п., количество окрасок 2 ТЕР-2001 64	0,0560	0,0000	0,0560	100 м2	24,5000
Окраска.  водопровод производственно-противопожарный в2	Масляная окраска металлических поверхностей стальных балок, труб диаметром более 50 мм и т.п., количество окрасок 2 ТЕР-2001 64	0,3940	0,0000	0,3940	100 м2	14,1000
Окраска.  водопровод производственно-противопожарный в2	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,4500	0,0000	0,4500	100 м2	11,0000
Окраска. канализация механически загрязненных вод к4	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,1800	0,0000	0,1800	100 м2	11,0000
Окраска. канализация механически загрязненных вод к4	Масляная окраска металлических поверхностей стальных балок, труб диаметром более 50 мм и т.п., количество окрасок 2 ТЕР-2001 64	0,0500	0,0000	0,0500	100 м2	14,1000
Окраска. канализация механически загрязненных вод к4	Масляная окраска металлических поверхностей решеток, переплетов, труб диаметром менее 50 мм и т.п., количество окрасок 2 ТЕР-2001 64	0,1300	0,0000	0,1300	100 м2	24,5000
Окраска. ГТ	Очистка поверхности щетками	66,0000	0,0000	66,0000	м2	0,1700
Окраска. ГТ	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом	0,6600	0,0000	0,6600	100 м2	6,5000
